eplenmean,eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps
811.39,-607.7210099700001,2738,0.0034553565,0.023713684,6.937295,-0.00053484977,84.86864,0.08342480659484863,65,133120,4692.349171968177,17039360
807.47,-645.5815095,2756,0.00326274,0.02180481,6.9062614,-0.0006238528,71.879005,0.0767245888710022,66,135168,4787.474126599729,17301504
900.48,-741.2329805699999,2618,0.003872763,0.030553054,6.8731217,-0.00036299962,68.32085,0.10589426755905151,67,137216,4887.791288111359,17563648
668.18,-515.82007449,2718,0.0034808214,0.025870513,6.8377013,-0.00034092186,72.60002,0.08353924751281738,68,139264,4984.265543443151,17825792
778.76,-571.77434411,2708,0.0029751235,0.017324066,6.806646,-0.0005041116,70.891945,0.11366403102874756,69,141312,5081.074150693603,18087936
701.9,-558.45154168,2608,0.0033205822,0.023171615,6.7664976,-0.0005864322,80.133286,0.08625441789627075,70,143360,5181.5734423408285,18350080
719.24,-580.117921,2679,0.0032718417,0.022570038,6.742476,-0.0006128856,73.70555,0.0796477198600769,71,145408,5279.41698692739,18612224
818.06,-693.94916276,2618,0.0032976705,0.023401642,6.732007,-0.00035597556,66.49529,0.1031765341758728,72,147456,5379.559680613689,18874368
722.51,-554.0320889499999,2645,0.0032726177,0.0223732,6.7178564,-0.0005372038,64.75686,0.11520099639892578,73,149504,5478.72204575222,19136512
678.98,-560.48266621,2443,0.00408907,0.032917403,6.681717,-0.00020105597,71.51209,0.10975927114486694,74,151552,5586.021838741377,19398656
728.0,-567.9067249100001,2579,0.0037412592,0.029785538,6.6699166,-0.0005179704,69.22012,0.11966657638549805,75,153600,5687.776387053542,19660800
701.33,-577.35552101,2534,0.0034375633,0.025539398,6.658915,-0.00029305642,61.152527,0.12554150819778442,76,155648,5791.237050917,19922944
